Date;Screen Name;Full Name;Tweet Text;Tweet ID;App;Followers;Follows;Retweets;Favorites;Verfied;User Since;Location;Bio;Profile Image;Google Maps;tweet text;eq?;random;Positive for CL? 1=Yes, 0=No
02.06.17 13:11;@sonicha;Sonia;@daniduqueg @ClaudiaLopez No creo que una persona que habla mal de los demás sea buena para dirigir un país, en vez… https://t.co/tCmH38vcuL;870734533511045000;Twitter for Android;116;91;0;0;No;20.08.2009;Colombia;me gusta leer, escribir, que me den comentarios, opiniones decentes, y me gusta darlas igualmente;View;;@daniduqueg @claudialopez no creo que una persona que habla mal de los demás sea buena para dirigir un país, en vez… ;FALSCH;0,001407329;0
24.05.17 19:08;@heres1849;Hernando Reyes;@ClaudiaLopez Q manera + BURDA d subestimar a colombianos . Ni Farcjardo, ni Ud, tienen la menor opción entre personas con sano criterio.;867562939473178000;Twitter for Android;2290;2210;0;1;No;04.12.2012;;CORRECTOR DE ESTILO PROMOTOR DE VALORES PATRIÓTICOS.;View;;@claudialopez q manera + burda d subestimar a colombianos . ni farcjardo, ni ud, tienen la menor opción entre personas con sano criterio.;FALSCH;0,001408284;0
02.06.17 5:27;@VictoriaSantosM;Victoria Santos;@OphCourse @Patton @easytaxicol @ClaudiaLopez @AngelicaLozanoC Ya respondieron. Acabo de darles la información a ver qué pasa.;870617836531658000;Twitter for iPhone;751;410;0;1;No;24.05.2010;Bogotá, D.C., Colombia;Reina de los post-its y las metáforas sin sentido. @lainocenciatoda;View;;@ophcourse @patton @easytaxicol @claudialopez @angelicalozanoc ya respondieron. acabo de darles la información a ver qué pasa.;FALSCH;0,001532719;1
01.06.17 21:37;@Jasoncuate;Jason Hermosa;@JERobledo @ClaudiaLopez @sergio_fajardo @navarrowolff @PoloDemocratico a mi personalmente ninguno de uds me genera… https://t.co/zX21V7z5gr;870499669507309000;Twitter for Android;102;119;0;0;No;05.10.2010;;;View;;@jerobledo @claudialopez @sergio_fajardo @navarrowolff @polodemocratico a mi personalmente ninguno de uds me genera… ;FALSCH;0,001688994;0
25.05.17 20:02;@javier1964ruiz1;javialrure;@ClaudiaLopez ja ja ja la CORRUPTA anticorrupción lamiéndole la salchicha y negando que basuras;867938894553030000;Twitter for  Android;35;46;0;0;No;07.04.2016;;;View;;@claudialopez ja ja ja la corrupta anticorrupción lamiéndole la salchicha y negando que basuras;FALSCH;0,0017574;0
01.06.17 4:34;@luylis;luis perez;@ClaudiaLopez DRA. CON LOS BUENOS DIAS, YO ESPERO Q UD SIGA EN PIE DE LUCHA CONTRA LAS INJUSTICIAS. SI ES ASI CUENTE CON MI VOTO.;870242105972727000;Twitter for Android;94;327;0;0;No;14.08.2012;Barranquilla;Medico general;View;;@claudialopez dra. con los buenos dias, yo espero q ud siga en pie de lucha contra las injusticias. si es asi cuente con mi voto.;FALSCH;0,001784453;1
26.05.17 18:18;@HULOVI1;HUMBERTO LONDOÑO V.;"@ClaudiaLopez EN USTED VEO ""LA VERDAD"" UTOPICA DEL SOCIALISMO Y LO ""RADICAL"" DE LA BUROCRACIA. VOCIFERAR DURO ES PARTE DE SUBLIMINAR.";868275089661407000;Twitter Web Client;9;152;0;0;No;29.07.2016;;;View;;"@claudialopez en usted veo ""la verdad"" utopica del socialismo y lo ""radical"" de la burocracia. vociferar duro es parte de subliminar.";FALSCH;0,00188839;0
01.06.17 10:30;@MrGaminGrey;Mr.GamínGrey™_;@SrCristianR @ClaudiaLopez No sé lo merece..;870331618287919000;Twitter Lite;805;1202;0;0;No;13.05.2011;Macondo..;"Abdicó, como Príncipe _zul.. __ https://t.co/sF5qTRlnzk El tormento tuyo ..soy ;_îø$__";View;;@srcristianr @claudialopez no sé lo merece..;FALSCH;0,001900745;0
01.06.17 20:33;@jhonier1709;Canpesino silivisado;@pierrehemingway @ClaudiaLopez @EnriquePenalosa Ingenuos ustedes que se comen el cuento .__;870483418450198000;Twitter for iPhone;1448;925;0;0;No;30.11.2013;Vivia En La Jinca Del Jilo;Campesino De Pura Cepa .Amante De La Buena Musica. Sueño Con Una Colombia Justa Y En Paz Y Asi Poder Perderme En Sus Hermosos Paisajes Sin Temor Algun Dia.;View;;@pierrehemingway @claudialopez @enriquepenalosa ingenuos ustedes que se comen el cuento .__;FALSCH;0,001908716;0
25.05.17 17:10;@mathings;Santi Hernandez;@ClaudiaLopez Sos mi presidenta. A punta de encuestas amañadas quieren posicionar al oligarca. Pero mi voto será por ti.;867895595465416000;Twitter for Android;129;459;19;117;No;31.01.2010;Bogota D.C;Análisis Políticos de alguien de a pie y otras cosas q me gustan.;View;;@claudialopez sos mi presidenta. a punta de encuestas amañadas quieren posicionar al oligarca. pero mi voto será por ti.;FALSCH;0,001995792;1
24.05.17 19:12;@TATYCOCUB;Tata;RT @wilrinca: Excelente programa #LoraHora20 homenaje @LaLuciernaga @alexandramonto @gusgomez1701 @DonJediondo @ClaudiaLopez @polillafeliz…;867564075907153000;Twitter for Android;4;31;6;0;No;09.03.2014;;;View;;rt @wilrinca: excelente programa #lorahora20 homenaje @laluciernaga @alexandramonto @gusgomez1701 @donjediondo @claudialopez @polillafeliz…;FALSCH;0,00201781;1
24.05.17 16:39;@Javierhdez_77;Javier Hernandez;@ClaudiaLopez Asi como guardamos los 3 alcaldes q se hicieron elegir con promesas de metro, y nos salio un borracho… https://t.co/iio4cvAXbH;867525472112050000;Twitter for Android;356;1370;3;3;No;04.04.2011;Colombia_Bogota;Padre, Esposo Ingeniero Civil, me gusta del cine de acción y de las series de TV ah y super fanatico del REAL MADRID Y DE IKER;View;;@claudialopez asi como guardamos los 3 alcaldes q se hicieron elegir con promesas de metro, y nos salio un borracho… ;FALSCH;0,002129712;1
28.05.17 7:26;@josemcordobac;Jose Cordoba;@ClaudiaLopez @CNE_COLOMBIA Esta es mucha torcida esta vieja después que peñaloza la dio a conocer, después que rob… https://t.co/6vhYMtHewj;868835860665552000;Twitter for Android;8;25;0;0;No;10.02.2017;;;View;;@claudialopez @cne_colombia esta es mucha torcida esta vieja después que peñaloza la dio a conocer, después que rob… ;FALSCH;0,00213257;0
30.05.17 6:21;@arpal845;arturo palacio;@JuanRealDC @ClaudiaLopez @ClaudiaLopez Que sabe este coso de lo que es o ha sido Antioquia? Por que no cierra su asquerosa bocota?;869544275138273000;Twitter for Android;53;85;0;0;No;02.03.2015;;;View;;@juanrealdc @claudialopez @claudialopez que sabe este coso de lo que es o ha sido antioquia? por que no cierra su asquerosa bocota?;FALSCH;0,002156728;0
29.05.17 16:32;@CesarJulioxmen;julio cesar;@ClaudiaLopez Senadora los colombianos queremos un cambio por favor cite a un debate el concurso de ingreso y de asenso, son corrupcion pura;869335661182144000;Twitter for Android;38;90;1;1;No;08.03.2012;;Magister en Estudios Politicos;View;;@claudialopez senadora los colombianos queremos un cambio por favor cite a un debate el concurso de ingreso y de asenso, son corrupcion pura;FALSCH;0,002164974;1
24.05.17 19:50;@mariaeugeniagav;maria eugenia gaviri;@ClaudiaLopez @MauroPsicologia .Uyyy Claudia, usted tiene rabo de paja. Coincidencia no?;867573489758126000;Twitter for iPhone;86;158;0;0;No;15.09.2011;;Antioqueña, primero la JUSTICIA, la PAZ llegará si a la primera NO se le hace __;View;;@claudialopez @mauropsicologia .uyyy claudia, usted tiene rabo de paja. coincidencia no?;FALSCH;0,002208984;0
28.05.17 19:35;@S118Inn;Sam Inn;@bonserfelipe @ClaudiaLopez Para mi muchos de los seguidores de Clau están tan a la derecha como Uribe. Incluso ell… https://t.co/LXhmG4TP41;869019461591945000;Twitter Web Client;743;691;1;1;No;14.10.2016;Medellín, Colombia;Estudiante de Doctorado en Matemáticas. Ateo. Abstencionista. Anónimo. Atrateño.;View;;@bonserfelipe @claudialopez para mi muchos de los seguidores de clau están tan a la derecha como uribe. incluso ell… ;FALSCH;0,00223833;0
26.05.17 16:17;@Sin_opinar;Yo Opino, no insulto;@ClaudiaLopez Detrás de la tristeza y la tragedia buscando votos, dan ganas de vomitar tanto populismo y tanto cieg… https://t.co/GWn6EWW5bR;868244823966437000;Twitter for Android;64;159;0;1;No;11.03.2014;;En Colombia se necesita honestidad, líderes de verdad __. No más políticos corruptos!__;View;;@claudialopez detrás de la tristeza y la tragedia buscando votos, dan ganas de vomitar tanto populismo y tanto cieg… ;FALSCH;0,00229421;0
31.05.17 6:34;@yosoyelquesoy32;yosoyaquelqueyosoy;@ClaudiaLopez @NancyFiallo Re bandido!!!!! Re picaro!!!! Re pillo!!!!! Re canalla de canallas!!!!;869910071588904000;Twitter Web Client;1495;4760;0;0;No;18.07.2014;;;View;;@claudialopez @nancyfiallo re bandido!!!!! re picaro!!!! re pillo!!!!! re canalla de canallas!!!!;FALSCH;0,002320406;1
25.05.17 3:42;@Dr_Mantilla;Dr. Mantilla;@ClaudiaLopez la unidad debe trascender cualquier prejuicio político y poner de presente los intereses del país.… https://t.co/d0vHO746gf;867692231540563000;Twitter for Android;321;636;0;0;No;16.10.2011;Neiva - Huila;Trabajo en La corporación Casa de la Memoria Quipu Huasi, Licenciado en Democracia.;View;;@claudialopez la unidad debe trascender cualquier prejuicio político y poner de presente los intereses del país.… ;FALSCH;0,002382388;1
02.06.17 4:08;@juanperruno;juan gomez;@ClaudiaLopez Para que Petro se reduzca solo tiene que hablar o trinar.;870598048178733000;Twitter for iPad;71;224;0;0;No;20.02.2012;;solo trato de ser un buen hombre y enmendar mis errores. Hacer lo correcto con la guia de Dios.;View;;@claudialopez para que petro se reduzca solo tiene que hablar o trinar.;FALSCH;0,002389417;1
25.05.17 3:15;@carlosandresm35;carlos andres martin;@ClaudiaLopez A acabar de robar e lo poco q le an dado a esa pobre gente no mas ratas pa mocoaaaaaa. Ojo;867685427536437000;Twitter for Android;41;313;0;0;No;17.09.2011;;;View;;@claudialopez a acabar de robar e lo poco q le an dado a esa pobre gente no mas ratas pa mocoaaaaaa. ojo;FALSCH;0,002417905;0
30.05.17 3:54;@fechabe1973;Nando;RT @sonicastri: @JuanRealDC @ClaudiaLopez Va por los votos de Chocó porque sabe que #AntioquiaSeRespeta;869507407575228000;Twitter for Android;841;1338;1;0;No;23.08.2015;;;View;;rt @sonicastri: @juanrealdc @claudialopez va por los votos de chocó porque sabe que #antioquiaserespeta;FALSCH;0,002432514;0
30.05.17 6:13;@yez_pedro;Pedro Yáñez;@ClaudiaLopez Ánimo Claudia, vaya organizando gabinete para que no te sorprendan los lambones!!;869542381485527000;Twitter for iPhone;53;120;0;0;No;20.10.2013;;;View;;@claudialopez ánimo claudia, vaya organizando gabinete para que no te sorprendan los lambones!!;FALSCH;0,002646824;1
26.05.17 18:06;@RomanOrtegaH;ROMAN ORTEGA H.;Retweeted HERNANDO ORTEGA (@mecanicohortega): @yjimenez13 @ClaudiaLopez @Wilmerlealp @JaimeRaulSt en #Sogamoso... https://t.co/gipcuZWRrh;868272092474683000;Facebook;1082;1030;2;0;No;21.05.2010;SOGAMOSO - COLOMBIA;Concejal de Sogamoso Partido Alianza Verde Adm Empresas Esp Salud Ocupacional y Gestion Ambiental Estudia MBA Dirección y Admon de Empresas Opiniones Personales;View;;retweeted hernando ortega (@mecanicohortega): @yjimenez13 @claudialopez @wilmerlealp @jaimeraulst en #sogamoso... ;FALSCH;0,002655913;1
26.05.17 9:29;@axltel;alexander tellez;@will_whitenoise @VickyDavilaH @ClaudiaLopez Porque tenemos voto en blanco, y si este ganara, se eliminan estos can… https://t.co/j0RwsCbi1J;868142090110283000;Twitter for iPhone;32;191;0;0;No;28.10.2010;Ohio, USA;;View;;@will_whitenoise @vickydavilah @claudialopez porque tenemos voto en blanco, y si este ganara, se eliminan estos can… ;FALSCH;0,002736749;1
26.05.17 8:20;@marcoschacon16;Marcos Chacon;@MateoHernandezw @ClaudiaLopez Soñar no cuesta nada. Pais lleno de bobos;868124669743857000;Twitter for iPhone;18;100;0;3;No;29.05.2014;;ARQUITECTO;View;;@mateohernandezw @claudialopez soñar no cuesta nada. pais lleno de bobos;FALSCH;0,002789305;0
03.06.17 8:09;@HMSmipalabra;Hernando Muñoz S.;Increíble ligereza d @ClaudiaLopez apoyar a @FicoGutierrez por no ir a foro d paz, no es problema,es mucho más @oskymarin @anacrisrestrepo;871021141397254000;Twitter for iPhone;856;111;0;0;No;12.04.2012;Medellin;Profesor. Activista social y político. Creo que la vida es justa, nadie te quita lo bailado. Hombre feliz. El sentido común el más necesario de los sentidos.;View;;increíble ligereza d @claudialopez apoyar a @ficogutierrez por no ir a foro d paz, no es problema,es mucho más @oskymarin @anacrisrestrepo;FALSCH;0,002893043;0
01.06.17 21:19;@almeyda4jesus;Jesus Maria Almeyda;@ClaudiaLopez Que gran equipo formarian...;870495002756907000;Twitter for Android;10;10;0;0;No;17.01.2017;;;View;;@claudialopez que gran equipo formarian...;FALSCH;0,003116445;1
05.06.17 15:15;@leo_puentes;Leonardo Puentes;Visita de seguimiento a las obras del nuevo Acueducto de Yopal. Avanzando, pero con unos faltantes de dinero preocu… https://t.co/LeKjaDqe4u;871853022288203000;Twitter for Android;3958;1060;2;0;No;10.02.2012;Yopal, Casanare (Colombia);Politólogo Yopaleño. Jugado por la #ConsultaAnticorrupción, la #PAZdeColombia, #AguaDerechoFundamental y #CadenaPerpetuaParaVioladores de niñ@s.;View;;visita de seguimiento a las obras del nuevo acueducto de yopal. avanzando, pero con unos faltantes de dinero preocu… ;FALSCH;0,003157944;1
31.05.17 18:38;@JuHampa_Col;JuHampa;@ClaudiaLopez 1508 ??????? JUA JUA JUA, ya empezó con las Maduradas !!!!!;870092211479859000;Twitter Web Client;267;81;0;0;No;17.12.2014;;Yo, solo un payaso mas del común, cansado del Circo que nos dirige, los políticos colombianos, nuestra perdición.;View;;@claudialopez 1508 ??????? jua jua jua, ya empezó con las maduradas !!!!!;FALSCH;0,003162759;0
25.05.17 11:42;@ivanch0;Iván Egea;@agaviriau Les hablan @ClaudiaLopez @AngelicaLozanoC;867813259876937000;Twitter for Android;346;555;0;0;No;11.07.2009;Barranquilla, Colombia;__;View;;@agaviriau les hablan @claudialopez @angelicalozanoc;FALSCH;0,003306931;0
24.05.17 22:13;@Jhonyo2164;Juan José gomez;@ClaudiaLopez @chrihuertas Mentir si UD es la madre de los PInochos, ya devolvió los más de $ 82. millones por ause… https://t.co/8U7sUaAgYb;867609535837503000;Twitter for Android;7;74;0;0;No;17.04.2013;;;View;;@claudialopez @chrihuertas mentir si ud es la madre de los pinochos, ya devolvió los más de $ 82. millones por ause… ;FALSCH;0,003371756;0
26.05.17 21:03;@ronaldpertuz777;Ronald Pertuz ;@will_whitenoise @Alejohv31 @VickyDavilaH @ClaudiaLopez El creador del proyecto de ausentismo fue el CD, por favor,… https://t.co/pxPjSPFlfQ;868316615145869000;Twitter for iPhone;720;511;0;0;No;10.11.2011;Barranquilla, Colombia;Músico / Administrador de Empresas. La palabra de Dios es como la música, no es el que mas sepa, es el que mas la sienta y la sepa reflejar a los demás.;View;;@will_whitenoise @alejohv31 @vickydavilah @claudialopez el creador del proyecto de ausentismo fue el cd, por favor,… ;FALSCH;0,003373938;0
24.05.17 19:17;@soymar82;Marcela Mora;@ClaudiaLopez @chrihuertas Mentir? Muchas veces he oído que está en entrevistas en medios radiales mientras el cong… https://t.co/7MDQ7CqZL9;867565179730616000;Twitter for iPhone;324;172;1;3;No;04.12.2014;;;View;;@claudialopez @chrihuertas mentir? muchas veces he oído que está en entrevistas en medios radiales mientras el cong… ;FALSCH;0,003413067;0
02.06.17 11:37;@neo40908;Aldo Bohorquez;@ClaudiaLopez Buena Claudia @petrogustavo se va quedar solo por su soberbia!!!;870710870350757000;Twitter for iPhone;81;439;0;0;No;26.12.2009;Zipaquira, Colombia;;View;;@claudialopez buena claudia @petrogustavo se va quedar solo por su soberbia!!!;FALSCH;0,003448182;1
31.05.17 9:29;@leonalvarez77;Leon Alvarez Arteaga;@SAbbasi3010 @AnimorenoP @PoloDemocratico @PartidoVerdeCoL @mauroville @CeDemocratico @sanvalgo @JuventudesCDANT… https://t.co/9vg4wnOLNh;869953945111863000;Twitter for Android;1322;1843;0;0;No;16.04.2010;;Nacionalista;View;;@sabbasi3010 @animorenop @polodemocratico @partidoverdecol @mauroville @cedemocratico @sanvalgo @juventudescdant… ;FALSCH;0,003468807;1
02.06.17 7:35;@TECHOcol;TECHO Colombia;Porque no queremos más desaparecidos en Colombia, firma esta petición! https://t.co/OU1l6utKjg #BusquemosAfabian I… https://t.co/4vl76VakH3;870650029148700000;Twitter Web Client;24168;641;0;1;No;19.10.2009;Colombia;Somos una organización social que trabaja por la superación de la pobreza en Colombia. Sé parte del cambio que quieres ver y participa como voluntario o donante;View;;porque no queremos más desaparecidos en colombia, firma esta petición!  #busquemosafabian i… ;FALSCH;0,003533737;1
26.05.17 10:30;@edalavar;Eduardo Alvarez G;Dedicado especialmente a @ClaudiaLopez @Caidadelatorre están faltas de un buen polvo costeño;868157448410083000;Twitter for Android;174;216;0;0;No;18.02.2016;;La alegría y el humor siempre presente, pero a la hora de trabajar somos unos duros, siempre adelante;View;;dedicado especialmente a @claudialopez @caidadelatorre están faltas de un buen polvo costeño;FALSCH;0,003535708;0
01.06.17 9:31;@annydiazgrana;Ana Diaz G;RT @ClaudiaLopez: Elegida Diana Fajardo como nueva Magistrada de la @CConstitucional Excelente que llegue una mujer capaz y preparada! Verd…;870316965105152000;Twitter for iPhone;169;242;29;0;No;18.10.2016;;;View;;rt @claudialopez: elegida diana fajardo como nueva magistrada de la @cconstitucional excelente que llegue una mujer capaz y preparada! verd…;FALSCH;0,003572078;1
26.05.17 3:56;@agricola417;Agricultura;@ClaudiaLopez @EnriquePenalosa Al fin una vieja Claudia;868058358657548000;Twitter for Android;1232;3069;0;0;No;15.01.2011; COLOMBIA;Agricultura sostenible;View;;@claudialopez @enriquepenalosa al fin una vieja claudia;FALSCH;0,003648079;1
25.05.17 19:39;@fcotevillamiza;Francisco Cote;RT @blancaduranh: Senadora @ClaudiaLopez este magistrado por el que votó salió una joyita no? https://t.co/aoL3m3IVj6;867933201523757000;Twitter Web Client;407;1050;3;0;No;14.11.2010;Bucaramanga;Orgulloso de haber nacido en mi Bucaramanga del Alma;View;;rt @blancaduranh: senadora @claudialopez este magistrado por el que votó salió una joyita no? ;FALSCH;0,003658109;0
31.05.17 20:33;@PObjetivo;Pedro Obando B.;@ClaudiaLopez @RevistaCromos Esta señora es un verdadero parásito del Estado. Y tiene el don de la ubicuidad: está… https://t.co/VXgOrNmd5l;870121071181266000;Twitter for iPad;1003;1489;0;0;No;15.09.2011;Medellín, Antioquia, Colombia.;Abogado. Paisa y Arriero. Digo lo que pienso sin pedir permiso a nadie. Si alguien se incomoda es su problema.;View;;@claudialopez @revistacromos esta señora es un verdadero parásito del estado. y tiene el don de la ubicuidad: está… ;FALSCH;0,003778813;0
